station;sample_date;NH4;as;ca;cl;doc;f;hard_tot;k;alk;cu;cond;mg;mn;na;ni;no3_n;o2;o2_sat;n_tot;so4;wa_temp;zn;ph;latitude;longitude;type;constr_year;bedrock_geology;surface_elev_masl;wl_elev_masl
F_1017;2001-06-01;;;110.0;35.0;0.6;0.151;;;;;;14.9;;25.7;;11.6;;;;87.3;;;7.29;47.56948205360153;7.580995000768784;Bohrungen verrohrt (ø >= 200mm);;Meletta-Schichten;256.6;244.65
F_1017;2001-12-07;;;125.0;25.0;0.5;0.24;;4.7;;;904.0;16.5;;28.6;;10.0;;;;64.1;;;7.52;47.56948205360153;7.580995000768784;Bohrungen verrohrt (ø >= 200mm);;Meletta-Schichten;256.6;244.65
F_1019;1993-10-14;;;108.0;42.0;15.0;0.63;20.1;1.54;301.78329999999994;;738.0;11.0;;22.0;;2.14;0.5;;;20.2;14.7;;7.1;47.55185442966899;7.581014461562069;Bohrungen verrohrt (ø >= 200mm);1977.0;Meletta-Schichten;278.3;259.8
F_1019;1994-10-25;;;141.0;21.0;18.0;0.18;22.0;2.3;366.0685;;777.0;15.0;;28.1;;1.25;0.5;4.9;;22.0;14.7;;7.16;47.55185442966899;7.581014461562069;Bohrungen verrohrt (ø >= 200mm);1977.0;Meletta-Schichten;278.3;259.8
F_1019;1995-11-09;;;103.0;34.4;18.0;0.33;16.6;2.6;267.855;;653.0;12.5;;23.0;;2.3;1.6;15.9;;25.0;15.0;;7.31;47.55185442966899;7.581014461562069;Bohrungen verrohrt (ø >= 200mm);1977.0;Meletta-Schichten;278.3;259.8
F_1019;1996-10-22;;;85.7;28.5;14.0;0.096;16.3;2.1;299.9976;;670.0;14.4;;19.5;;0.13;4.8;48.3;;5.6;15.6;;7.33;47.55185442966899;7.581014461562069;Bohrungen verrohrt (ø >= 200mm);1977.0;Meletta-Schichten;278.3;259.8
F_1019;1997-10-29;;;90.6;33.7;24.0;0.098;18.0;3.0;303.56899999999996;;698.0;14.8;;26.4;;1.53;0.1;1.0;;15.7;14.6;70.8;7.3;47.55185442966899;7.581014461562069;Bohrungen verrohrt (ø >= 200mm);1977.0;Meletta-Schichten;278.3;259.8
F_1019;2001-06-21;;;;24.8;7.4;0.154;16.7;;216.06969999999998;;651.0;;;;;2.31;1.15;12.0;;86.4;15.9;;7.49;47.55185442966899;7.581014461562069;Bohrungen verrohrt (ø >= 200mm);1977.0;Meletta-Schichten;278.3;259.8
F_1019;2006-06-23;;;;9.1;5.6;0.19;13.7;;208.9269;;521.0;;;;;1.87;1.25;12.9;2.5;58.1;16.9;;7.47;47.55185442966899;7.581014461562069;Bohrungen verrohrt (ø >= 200mm);1977.0;Meletta-Schichten;278.3;259.8
F_1019;2016-04-18;;0.8;61.3;28.8;1.2;0.207;10.5;1.6;185.7128;;453.0;8.3;56.0;14.0;;;0.71;7.4;;6.8;16.9;;7.78;47.55185442966899;7.581014461562069;Bohrungen verrohrt (ø >= 200mm);1977.0;Meletta-Schichten;278.3;259.8
F_1019;2016-08-18;;0.96;58.9;20.2;1.0;0.203;10.1;1.6;164.99868;;439.0;8.5;51.0;13.0;;0.78;1.29;13.2;0.79;23.0;15.3;;7.6;47.55185442966899;7.581014461562069;Bohrungen verrohrt (ø >= 200mm);1977.0;Meletta-Schichten;278.3;259.8
F_1019;2021-06-02;;1.17;100.0;86.4;2.0;0.141;;2.6;276.7835;;778.0;16.0;;28.0;;2.48;1.16;12.2;2.8;30.0;16.8;;7.33;47.55185442966899;7.581014461562069;Bohrungen verrohrt (ø >= 200mm);1977.0;Meletta-Schichten;278.3;259.8
F_1026;1993-07-19;;;114.0;61.0;0.6;0.7;22.2;3.8;228.5696;;843.0;21.8;;30.4;;9.4;7.7;;;127.0;;90.0;7.0;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1993-10-11;;;119.0;57.8;0.8;0.57;22.5;3.6;228.5696;;805.0;22.2;;31.6;;8.22;8.4;;;129.0;;57.0;7.07;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1994-02-28;;;120.0;52.0;0.8;0.17;22.1;3.6;233.92669999999998;;817.0;21.9;;29.8;;7.75;7.8;74.0;;105.0;12.8;12.4;6.95;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1994-04-26;;;110.0;52.5;0.5;;21.2;3.3;232.141;;849.0;20.3;;28.0;;8.5;8.2;82.3;;101.0;15.5;119.0;7.13;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1994-07-25;;;130.0;52.3;0.8;0.22;21.9;2.9;235.71239999999997;;798.0;25.5;;31.6;;8.75;7.9;80.0;;95.9;15.8;6.6;6.93;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1994-10-24;;;124.0;56.0;0.6;0.22;22.2;3.5;233.92669999999998;;833.0;24.9;;30.3;;8.35;7.6;74.0;;104.0;13.9;81.7;7.01;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1995-03-07;;;116.0;54.0;0.5;0.18;22.4;4.35;232.141;;817.0;21.0;;28.8;;9.7;7.2;67.7;;116.0;12.5;61.0;7.02;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1995-05-09;;;140.0;50.8;0.7;0.17;21.1;6.6;239.28379999999999;;814.0;20.3;;22.6;;8.92;7.6;71.4;;93.8;12.5;51.0;6.97;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1995-07-04;;;116.0;51.9;0.5;0.24;22.1;2.6;244.6409;;833.0;20.4;;26.8;;9.1;7.2;70.0;;96.1;14.0;53.0;7.1;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1995-11-07;;;113.0;53.7;0.7;0.24;21.1;3.7;232.141;;839.0;22.9;;27.3;;9.1;7.7;74.2;;103.0;13.6;43.0;6.98;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1996-03-05;;;107.0;52.7;0.6;0.16;22.0;3.6;241.0695;;798.0;21.5;;28.4;;8.46;8.7;83.7;;93.4;13.5;66.2;7.27;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1996-05-07;;;113.0;44.7;0.6;0.262;22.4;4.2;248.2123;;842.0;22.9;;29.0;;9.23;8.8;84.6;;115.0;13.5;54.8;7.32;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1996-09-10;;;107.0;58.0;1.3;0.15;22.3;3.5;246.4266;;807.0;21.1;;30.9;;8.99;8.5;81.9;;127.0;13.6;45.0;7.09;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1996-11-05;;;105.0;55.5;0.4;0.153;21.7;3.8;246.4266;;763.0;21.4;;27.7;;8.85;8.3;80.3;;126.0;13.8;49.0;7.06;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1997-02-11;;;107.0;50.6;0.6;0.17;21.2;2.9;242.8552;;821.0;21.7;;30.3;;8.37;8.6;82.7;;109.0;13.5;61.5;7.11;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1997-05-06;;;104.0;48.9;0.3;0.11;21.7;3.9;239.28379999999999;;808.0;22.1;;26.8;;7.96;8.4;80.8;;105.0;13.5;67.3;7.23;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1997-09-02;;;105.0;54.3;0.6;0.078;21.5;3.5;244.6409;;853.0;22.2;;30.6;;8.82;7.5;73.0;;123.0;14.0;48.9;7.13;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1997-11-04;;;104.0;54.7;0.4;0.075;21.4;4.3;241.0695;;846.0;19.5;;35.2;;8.27;7.6;73.1;;125.0;13.5;40.5;7.08;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1998-03-25;;;103.0;56.6;0.3;0.066;17.7;3.1;249.998;;805.0;21.7;;28.6;;8.55;8.6;82.1;;121.0;13.2;45.3;7.3;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1998-05-12;;;105.0;57.9;0.4;0.054;21.7;4.0;235.71239999999997;;829.0;22.1;;28.9;;8.7;8.5;82.0;;131.0;13.5;64.7;7.15;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1998-07-07;;;108.0;57.7;0.4;0.045;21.8;3.1;241.0695;;800.0;22.0;;30.3;;9.71;8.5;81.7;;130.0;13.5;64.3;7.15;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1998-09-07;;;107.0;57.4;0.6;0.112;22.7;2.8;233.92669999999998;;859.0;21.9;;24.5;;8.62;7.0;68.0;;126.0;14.0;96.0;7.21;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1998-11-03;;;119.0;57.0;0.3;0.08;21.6;2.5;233.92669999999998;;848.0;22.0;;29.0;;8.48;8.0;77.9;;126.0;14.1;43.2;6.99;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1999-03-23;;;;64.5;0.4;0.1;22.0;;298.21189999999996;;820.0;;;;;9.05;8.2;78.8;;141.0;13.5;51.3;7.1;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1999-05-05;;;;59.0;0.3;0.214;;;;;836.0;;;;;8.34;7.7;76.0;;126.0;14.5;;7.05;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1999-07-07;;;106.0;49.1;0.7;0.221;21.2;3.8;305.35470000000004;;812.0;21.0;;27.6;;7.94;8.0;77.0;;98.7;13.8;230.0;6.99;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1999-09-07;;;90.9;54.7;0.7;0.205;20.9;3.3;237.4981;;840.0;22.0;;27.3;;8.32;8.0;77.1;;101.0;13.6;86.0;7.19;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;1999-11-02;;;108.0;54.0;0.6;0.176;22.1;3.1;239.28379999999999;;848.0;21.7;;27.1;;8.13;8.0;79.0;;98.5;14.6;78.7;7.16;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2000-05-09;;;103.0;52.1;0.6;0.073;21.5;3.5;237.4981;;805.0;21.7;;27.5;;7.66;7.3;70.5;;99.8;13.7;57.2;7.02;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2000-09-18;;;103.0;54.1;0.4;0.077;21.9;3.5;241.0695;;853.0;21.4;;29.4;;10.2;8.4;82.0;;109.0;14.2;46.4;7.05;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2001-04-04;;;104.0;51.8;0.4;0.096;22.0;3.1;249.998;;823.0;20.0;;27.8;;8.11;7.14;69.0;;95.5;13.7;39.3;7.13;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2001-09-04;;;113.0;21.5;0.7;0.228;20.8;3.3;239.28379999999999;;829.0;20.0;;25.8;;6.14;8.48;84.0;;59.6;13.8;42.8;7.12;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2002-04-17;;;107.0;61.9;0.4;0.335;21.3;3.3;249.998;;843.0;19.4;;27.9;;7.73;7.72;72.0;;86.3;12.0;37.2;7.09;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2002-08-20;;;;;;;;;;;839.0;;;;;6.75;8.6;83.0;;;13.8;;7.19;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2002-10-29;;;119.0;48.4;0.4;0.178;21.2;3.7;303.56899999999996;;936.0;22.3;;31.0;;6.93;7.77;75.3;;99.2;13.7;33.1;7.03;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2003-05-19;;;112.0;44.4;0.72;0.224;20.5;3.66;246.4266;;818.0;20.5;;28.1;;7.44;8.0;75.0;8.6;84.5;12.6;63.0;7.02;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2003-08-18;;;;47.0;;0.216;;;;;838.0;;;;;7.07;7.6;73.7;;93.2;13.9;;7.1;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2003-11-05;;;109.0;48.9;;0.212;21.1;3.49;248.2123;;851.0;19.7;;29.5;;6.38;8.15;78.0;;101.0;13.1;26.7;7.13;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2005-03-02;;;;47.9;;0.13;;;;;847.0;;;;;5.99;8.4;85.0;;105.0;13.9;;7.25;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2005-05-17;;;118.0;49.4;0.41;0.197;21.4;4.1;244.6409;;856.0;21.7;;31.4;;6.03;8.2;83.4;;106.0;13.9;31.0;7.11;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2005-08-16;;;116.0;49.4;0.45;0.267;21.4;3.47;249.998;;857.0;22.0;;31.0;;6.48;8.4;85.6;;102.0;14.0;28.0;6.82;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2005-11-09;;;;53.2;;0.17;;;;;871.0;;;;;6.47;8.6;86.0;;110.0;13.9;;7.13;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2006-02-06;;;120.0;54.3;0.49;0.174;21.5;3.77;246.4266;;868.0;22.2;;31.9;;6.12;8.6;84.6;5.7;114.0;13.9;90.0;7.17;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2006-05-16;;;;49.0;;0.204;;;;;828.0;;;;;6.39;8.7;86.6;;100.0;13.7;;7.03;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2006-09-04;;;117.0;52.7;0.41;0.197;21.4;3.5;246.4266;;848.0;21.9;;29.3;;7.01;8.6;86.0;6.6;101.0;13.7;29.0;7.29;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2006-10-31;;;;64.1;;0.199;;;;;881.0;;;;;7.37;8.3;85.6;;97.5;14.6;;7.05;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2007-02-19;;;;60.4;;0.2;;;;;879.0;;;;;7.2;8.6;86.7;;99.2;13.8;;7.11;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2007-05-29;;;116.0;56.7;0.37;0.203;21.8;3.66;244.6409;;880.0;22.1;;30.3;;6.53;8.7;87.2;6.9;91.3;13.8;38.0;7.1;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2007-08-07;;;120.0;63.7;0.41;0.19;22.2;3.81;255.3551;;890.0;22.1;;31.4;;7.31;8.2;83.9;6.7;98.6;13.8;;7.15;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2007-11-05;;;;;;;;;;;875.0;;;;;7.23;8.1;81.6;;;14.1;;7.06;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2008-03-05;;;;66.5;;0.203;;;;;889.0;;;;;6.79;8.4;84.0;;109.0;13.9;;6.83;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2008-05-27;;;114.0;60.9;0.29;0.199;21.2;3.74;241.0695;;859.0;20.7;;31.3;;6.32;8.6;89.5;5.7;98.9;14.2;35.0;6.97;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2008-08-05;;1.9;120.0;35.1;0.31;0.306;22.1;3.9;248.2123;1.1;883.0;23.1;1.2;31.0;0.63;6.41;8.5;86.9;6.1;30.2;14.4;;7.01;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2008-11-24;;;;63.7;;0.212;;;;;890.0;;;;;6.27;8.5;86.6;;108.0;14.0;;7.08;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2009-02-16;;;;;;;;;;;869.0;;;;;;8.4;83.0;;;13.6;;7.21;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2009-05-25;;2.1;116.0;63.1;0.36;0.207;21.4;3.5;251.78369999999998;0.75;878.0;22.0;1.3;30.0;0.75;6.54;8.5;86.1;6.4;99.8;14.6;;7.03;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2009-08-18;;;;;;;;;;;882.0;;;;;;8.3;84.9;;;14.5;;7.23;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2009-11-23;;;118.0;66.0;0.35;0.214;22.3;3.6;251.78369999999998;;896.0;23.0;;29.0;;6.49;8.4;85.3;6.0;107.0;14.5;;7.08;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2010-03-02;;;;65.3;;0.229;;;;;889.0;;;;;5.97;9.7;101.0;;103.0;15.2;;7.22;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2010-05-17;;1.8;121.0;64.3;0.33;0.213;22.3;3.8;255.3551;2.9;891.0;23.0;1.3;32.0;0.66;6.08;8.5;86.1;6.2;105.0;14.2;;7.13;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2010-08-17;;;;;;;;;;;924.0;;;;;6.63;7.7;84.8;;;15.1;;7.28;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2010-11-09;;;122.0;63.7;0.38;0.177;22.6;3.8;253.56939999999997;;896.0;24.0;;32.0;;6.34;8.8;91.7;6.7;101.0;14.3;;7.18;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2011-05-17;;1.9;117.0;67.8;0.47;0.219;21.0;3.7;260.7122;0.84;832.0;23.0;;31.0;;6.72;8.6;87.6;6.5;99.5;15.3;;7.08;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2011-11-08;;;;72.6;0.34;0.198;22.7;;251.78369999999998;;930.0;;;;;6.53;8.5;86.3;6.2;104.0;14.1;;7.13;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2012-02-13;;;;;;;;;;;927.0;;;;;;8.96;89.2;;;14.0;;7.14;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2012-05-07;;2.0;;71.0;0.39;0.169;21.5;;251.78369999999998;1.1;909.0;;;;0.58;5.88;8.49;85.3;5.5;108.0;14.2;;7.2;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2012-08-06;;;;;;;;;;;908.0;;;;;;8.14;83.2;;;14.3;;7.22;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2012-11-05;;1.9;119.0;73.1;0.28;0.203;21.5;3.82;258.9265;1.1;915.0;23.2;;33.7;0.54;6.13;8.05;81.6;5.8;97.8;14.0;;7.17;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2013-05-13;;1.9;118.0;75.5;0.45;0.21;21.7;3.76;258.9265;0.7;895.0;22.5;;31.0;;6.77;8.42;84.4;6.3;86.1;14.0;;7.11;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2013-11-05;;;123.0;83.6;0.43;0.198;22.3;3.88;255.3551;;914.0;23.4;;32.4;;7.55;8.47;86.0;6.2;95.2;14.0;;7.05;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2014-05-12;;1.7;117.0;75.1;0.49;0.183;21.8;3.77;255.3551;0.55;907.0;22.1;;30.2;;6.19;8.99;90.0;6.0;86.4;13.9;;7.22;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2014-11-17;;;114.0;74.5;0.57;0.185;20.2;3.8;257.1408;;884.0;21.2;;31.4;;6.08;8.45;86.1;5.5;81.1;14.0;;7.09;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2015-05-18;;1.9;118.0;73.7;0.49;0.223;20.8;3.91;264.2836;0.58;859.0;21.5;;35.6;;6.18;8.66;87.0;6.1;78.7;14.0;;7.16;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2015-11-16;;1.8;115.0;74.8;0.36;0.211;21.7;3.9;264.2836;0.67;904.0;22.5;;37.1;;5.9;8.54;85.6;6.2;84.1;14.0;;7.24;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2016-02-01;;;;;;;;;;;914.0;;;;;5.19;8.95;88.8;;;14.0;;7.33;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2016-04-25;;1.9;117.0;75.7;0.38;0.202;20.7;3.7;262.49789999999996;;897.0;20.6;;33.0;;5.35;8.8;88.8;5.6;90.0;14.0;;7.23;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2016-08-08;;;;;;;;;;;823.0;;;;;5.42;8.58;85.6;;;14.3;;7.05;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2016-11-15;;;;72.0;0.52;0.197;20.9;;258.9265;;864.0;;;;;6.46;8.81;87.0;6.3;83.7;14.1;;7.02;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2017-02-22;;;;76.1;;0.191;;;;;927.0;;;;;5.73;8.59;85.9;;91.1;14.2;;6.95;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2017-05-04;;1.6;115.0;73.0;0.42;0.185;20.4;3.5;266.0693;0.86;915.0;20.0;;33.0;;5.26;8.67;87.0;5.1;89.8;14.2;;6.96;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2017-08-08;;;;70.3;;0.205;;;;;904.0;;;;;4.9;8.63;86.6;;94.4;14.6;;7.05;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2017-11-14;;;;71.6;0.47;0.229;20.1;;264.2836;;903.0;;;;;4.9;8.66;86.3;4.8;101.0;14.3;;7.19;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2018-02-05;;;;;;;;;;;898.0;;;;;4.96;8.84;89.1;;;14.3;;7.02;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2018-05-28;;1.8;103.0;70.7;0.56;0.234;20.1;4.0;262.49789999999996;0.57;891.0;24.9;;47.0;;5.31;8.45;85.2;6.2;91.7;14.3;;7.11;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2018-08-13;;;;;;;;;;;900.0;;;;;5.04;8.4;85.3;;;14.6;;7.05;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2018-10-24;;;107.0;73.8;0.48;0.202;19.9;3.5;255.3551;;918.0;22.2;;39.0;;5.09;8.66;86.4;5.3;99.8;14.4;;6.98;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2019-03-04;;;;76.1;;;;;;;924.0;;;;;4.54;8.57;87.5;;111.0;14.3;;7.1;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
