station;sample_date;NH4;as;ca;cl;doc;f;hard_tot;k;alk;cu;cond;mg;mn;na;ni;no3_n;o2;o2_sat;n_tot;so4;wa_temp;zn;ph;latitude;longitude;type;constr_year;bedrock_geology;surface_elev_masl;wl_elev_masl
F_1026;2019-05-21;;1.7;116.0;70.6;0.58;0.211;21.4;3.5;266.0693;;925.0;20.9;;33.2;;4.49;8.56;86.2;4.9;106.0;14.3;;7.11;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2019-08-13;;;;;;;;;;;910.0;;;;;4.5;8.65;87.1;;;14.5;;7.19;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2019-10-30;;;;71.5;0.51;0.241;21.1;;248.2123;;907.0;;;;;4.47;8.74;87.5;4.4;112.0;14.5;;7.18;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2020-02-17;;;;;;;;;;;923.0;;;;;4.53;8.98;89.5;;;14.7;;7.08;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2020-05-05;;2.1;111.0;72.5;0.46;0.2;21.2;4.6;248.2123;0.58;911.0;24.1;;37.0;;4.97;8.65;87.2;5.1;104.0;14.5;;6.97;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2020-08-24;;;;;;;;;;;928.0;;;;;4.62;8.57;86.5;;;14.7;;7.08;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2020-11-03;;;;79.0;;0.226;;;;;930.0;;;;;4.26;8.53;85.7;;118.0;14.6;;7.09;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2021-02-08;;;;;;;;;;;934.0;;;;;4.44;8.31;85.8;;;14.5;;7.05;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2021-04-27;;1.69;113.0;74.7;0.51;0.223;;3.7;246.4266;;919.0;21.8;;37.0;;4.67;8.32;85.2;5.8;104.0;14.5;;6.96;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2021-08-18;;;;;;;;;;;904.0;;;;;5.62;8.68;88.4;;;15.3;;6.94;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2021-11-03;;;;71.3;0.42;0.211;;;;;920.0;;;;;5.85;8.43;88.0;6.4;90.3;15.1;;7.21;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2022-01-31;;;;;;;;;;;929.0;;;;;5.49;8.58;87.3;;;14.8;;7.09;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2022-05-17;0.014;1.8;114.0;73.9;0.49;0.205;21.8;3.64;251.78369999999998;;924.0;23.1;;39.4;;4.97;8.97;94.2;5.3;99.1;15.8;;7.17;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2022-08-22;;;;;;;;;;;914.0;;;;;4.77;8.22;85.6;;;15.6;;7.07;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1026;2022-10-31;;;;75.1;0.4;0.199;;;;;922.0;;;;;4.91;7.72;78.7;6.0;112.0;15.0;;6.95;47.59231742991825;7.655813594609769;Bohrungen verrohrt (ø >= 200mm);1970.0;Cyrenenmergel;284.83;268.49
F_1032;1996-06-20;;;44.3;8.9;0.9;0.17;7.4;1.6;123.2133;;293.0;4.2;;8.4;;1.62;3.5;33.3;;16.5;13.1;;7.73;47.58172502593966;7.593097175077615;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.34;243.89
F_1032;2001-06-13;;;;12.5;0.7;0.178;13.2;;133.9275;;392.0;;;;;3.74;5.31;50.5;;40.2;13.0;;7.63;47.58172502593966;7.593097175077615;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.34;243.89
F_1032;2004-12-08;;;;;;;;;;;356.0;;;;;;4.72;47.6;;;;;7.69;47.58172502593966;7.593097175077615;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.34;243.89
F_1032;2004-12-23;;;;;;;;;;;341.0;;;;;;4.8;47.6;;;;;;47.58172502593966;7.593097175077615;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.34;243.89
F_1032;2006-06-19;;;;17.1;0.72;0.218;9.96;;145.35598000000002;;407.0;;;;;2.61;5.6;54.3;2.6;31.4;13.9;;7.5;47.58172502593966;7.593097175077615;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.34;243.89
F_1032;2006-06-27;;;;;;;;;;;408.0;;;;;;;;;;14.9;;;47.58172502593966;7.593097175077615;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.34;243.89
F_1032;2006-12-13;;;;;;;;;;;383.0;;;;;2.06;;;;;14.6;;;47.58172502593966;7.593097175077615;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.34;243.89
F_1032;2016-04-18;;1.6;59.6;18.5;0.61;0.175;9.6;2.5;146.60597;;430.0;4.4;;13.0;;2.53;7.37;74.5;2.7;29.8;15.5;;7.58;47.58172502593966;7.593097175077615;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.34;243.89
F_1032;2021-06-09;;1.5;53.2;15.0;0.6;0.193;;2.2;151.78449999999998;0.79;374.0;4.6;;12.0;;1.69;5.06;50.1;1.9;17.8;13.9;;6.77;47.58172502593966;7.593097175077615;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.34;243.89
F_1033;1996-06-20;;;56.6;15.3;1.3;0.27;10.2;2.8;148.2131;;412.0;5.3;;12.6;;3.13;3.6;35.4;;25.1;14.5;;7.53;47.58258744236233;7.593830759141446;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.87;244.35
F_1033;1998-05-07;;;;;;;;;;;369.0;;;;;;;;;;;;7.63;47.58258744236233;7.593830759141446;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.87;244.35
F_1033;2001-06-13;;;;11.4;0.9;0.211;13.0;;139.28459999999998;;387.0;;;;;3.8;5.63;56.0;;35.2;14.9;;7.66;47.58258744236233;7.593830759141446;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.87;244.35
F_1033;2004-12-07;;;;;;;;;;;358.0;;;;;;4.81;48.3;;;;;7.66;47.58258744236233;7.593830759141446;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.87;244.35
F_1033;2006-06-27;;;;;;;;;;;360.0;;;;;;;;;;15.0;;;47.58258744236233;7.593830759141446;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.87;244.35
F_1033;2006-07-27;;;;24.7;1.3;0.253;10.5;;135.53463;;436.0;;;;;2.65;4.58;45.3;2.7;42.0;14.8;;7.41;47.58258744236233;7.593830759141446;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.87;244.35
F_1033;2006-12-11;;;;;;;;;;;316.0;;;;;1.48;;;;;14.4;;;47.58258744236233;7.593830759141446;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.87;244.35
F_1033;2016-04-18;;2.3;55.6;15.7;0.98;0.171;8.68;2.7;136.60605;6.1;388.0;4.1;20.0;12.0;;2.6;7.01;70.2;2.9;24.9;14.5;;7.63;47.58258744236233;7.593830759141446;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.87;244.35
F_1033;2021-05-31;;2.8;48.7;23.5;0.99;0.166;;2.8;119.64189999999999;9.2;353.0;4.6;;17.0;2.24;1.96;6.71;66.5;2.3;19.7;13.9;;7.68;47.58258744236233;7.593830759141446;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;250.87;244.35
F_1035;1996-04-23;;;79.7;35.7;1.2;0.25;14.5;5.8;223.21249999999998;;585.0;8.5;;23.0;;1.37;1.7;17.0;;53.3;15.3;;7.55;47.58354961748343;7.5939398989955915;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;251.78;245.58
F_1035;1998-05-07;;;;;;;;;;;576.0;;;;;;;;;;;;7.48;47.58354961748343;7.5939398989955915;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;251.78;245.58
F_1035;2001-06-13;;;;12.0;0.8;0.219;11.4;;153.5702;;455.0;;;;;3.19;1.18;11.6;;57.2;14.6;;7.48;47.58354961748343;7.5939398989955915;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;251.78;245.58
F_1035;2004-12-07;;;;;;;;;;;405.0;;;;;;1.23;12.4;;;;;7.68;47.58354961748343;7.5939398989955915;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;251.78;245.58
F_1035;2006-06-20;;;;22.8;0.81;0.286;11.0;;145.17741;;444.0;;;;;0.69;8.1;80.3;0.76;47.6;14.9;;7.37;47.58354961748343;7.5939398989955915;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;251.78;245.58
F_1035;2006-12-11;;;;;;;;;;;427.0;;;;;1.05;;;;;14.4;;;47.58354961748343;7.5939398989955915;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;251.78;245.58
F_1035;2016-04-18;;;64.6;16.1;0.51;0.219;10.2;2.6;157.85587999999998;;448.0;5.3;15.0;11.0;;0.8;1.19;12.3;0.91;36.8;16.0;;7.62;47.58354961748343;7.5939398989955915;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;251.78;245.58
F_1035;2021-05-31;;;57.3;20.1;0.65;0.231;;3.1;141.60601;6.1;408.0;6.2;;13.0;1.36;0.82;1.65;17.0;0.98;34.5;15.7;;7.62;47.58354961748343;7.5939398989955915;Bohrungen verrohrt (ø >= 200mm);1972.0;Meletta-Schichten;251.78;245.58
F_1037;1993-10-12;;;108.0;46.3;0.9;0.4;22.1;5.6;291.0691;;884.0;16.4;;43.6;;8.48;5.6;50.0;;110.0;15.0;;7.23;47.573681333282295;7.575553191827378;Bohrungen verrohrt (kassiert);1973.0;Meletta-Schichten;259.32;244.37
F_1037;1996-08-28;;;99.9;31.5;0.7;0.208;20.0;4.7;298.21189999999996;;826.0;16.7;;39.8;;7.21;5.2;52.7;;96.8;15.9;;7.29;47.573681333282295;7.575553191827378;Bohrungen verrohrt (kassiert);1973.0;Meletta-Schichten;259.32;244.37
F_1037;2001-06-26;;;;44.3;1.6;0.176;22.6;;344.6401;;1030.0;;;;;10.8;4.94;55.0;;119.0;16.5;;7.31;47.573681333282295;7.575553191827378;Bohrungen verrohrt (kassiert);1973.0;Meletta-Schichten;259.32;244.37
F_1037;2006-09-07;;;;38.8;0.78;0.158;36.6;;287.4977;;871.0;;;;;8.67;8.8;93.0;8.1;93.2;15.7;;7.02;47.573681333282295;7.575553191827378;Bohrungen verrohrt (kassiert);1973.0;Meletta-Schichten;259.32;244.37
F_1041;1993-10-12;;;71.6;15.9;0.6;0.5;12.6;2.6;221.4268;;470.0;8.6;;20.8;;3.51;9.1;85.0;;47.4;12.3;2.3;7.52;47.56596204075614;7.581851887549611;Bohrungen verrohrt (ø >= 200mm);1959.0;Meletta-Schichten;257.82;245.51
F_1041;1996-08-27;;;95.8;30.9;0.4;0.261;19.5;3.3;260.7122;;761.0;14.7;;26.7;;10.3;5.3;53.1;;82.2;15.4;;7.44;47.56596204075614;7.581851887549611;Bohrungen verrohrt (ø >= 200mm);1959.0;Meletta-Schichten;257.82;245.51
F_1041;2001-06-21;;;;32.6;0.5;0.187;19.9;;244.6409;;767.0;;;;;10.9;9.07;92.0;;76.1;15.8;;7.32;47.56596204075614;7.581851887549611;Bohrungen verrohrt (ø >= 200mm);1959.0;Meletta-Schichten;257.82;245.51
F_1041;2006-06-21;;;;51.7;0.59;0.266;16.0;;199.99839999999998;;694.0;;;;;7.84;7.7;80.3;7.4;52.6;17.3;;7.37;47.56596204075614;7.581851887549611;Bohrungen verrohrt (ø >= 200mm);1959.0;Meletta-Schichten;257.82;245.51
F_1041;2016-04-18;;0.78;103.0;49.6;0.28;0.187;17.1;3.5;235.71239999999997;;716.0;12.6;;26.0;;5.75;8.83;92.1;6.2;51.9;16.3;;7.31;47.56596204075614;7.581851887549611;Bohrungen verrohrt (ø >= 200mm);1959.0;Meletta-Schichten;257.82;245.51
F_1041;2021-06-02;;0.86;80.1;26.5;0.45;0.216;;3.2;228.5696;;605.0;11.0;;22.0;;4.69;8.7;92.0;5.1;44.6;16.8;;7.39;47.56596204075614;7.581851887549611;Bohrungen verrohrt (ø >= 200mm);1959.0;Meletta-Schichten;257.82;245.51
F_1044;2016-05-23;;0.85;82.0;26.4;0.5;0.227;14.3;3.2;185.7128;;619.0;9.9;1.1;18.0;;3.65;7.23;74.9;4.4;63.0;15.5;;7.4;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2016-11-15;;;;27.6;;0.262;;;;;572.0;;;;;4.48;7.64;78.0;;46.0;15.7;;7.4;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2017-05-03;;0.72;73.0;28.6;0.53;0.231;12.8;3.2;187.49849999999998;;547.0;9.2;3.2;17.0;;4.39;7.29;75.2;4.3;41.2;15.6;;7.4;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2017-11-14;;;;25.0;;0.264;;;;;512.0;;;;;3.37;7.86;80.6;;40.5;15.6;;7.6;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2018-02-05;;;;;;;;;;;527.0;;;;;2.87;7.82;80.1;;;15.5;;7.34;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2018-05-30;;0.95;77.4;24.8;0.6;0.277;12.3;3.2;216.06969999999998;;524.0;9.3;;18.0;;3.34;7.56;78.2;3.8;40.9;15.5;;7.65;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2018-08-13;;;;;;;;;;;511.0;;;;;3.34;7.4;76.8;;;15.6;;7.45;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2018-10-22;;;67.7;25.0;0.51;0.259;12.0;2.9;176.24858999999998;;506.0;8.8;;18.0;;3.5;7.44;76.0;3.3;37.4;15.6;;7.45;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2019-02-20;;;;22.2;;;;;;;492.0;;;;;2.94;8.76;92.4;;36.7;15.8;;7.41;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2019-05-22;;0.77;66.8;23.3;0.58;0.268;11.7;3.1;178.39142999999999;;501.0;9.0;1.0;15.0;;3.17;8.01;83.1;3.5;36.0;15.9;;7.49;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2019-08-13;;;;;;;;;;;503.0;;;;;3.42;7.86;81.0;;;15.8;;7.59;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2019-10-28;;;;23.0;0.53;0.271;11.7;;171.24863;;494.0;;;;;3.06;8.14;83.9;3.1;35.7;15.7;;7.49;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2020-02-17;;;;;;;;;;;486.0;;;;;2.9;7.85;83.0;;;16.8;;7.51;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2020-05-06;;0.94;67.5;24.8;0.48;0.248;11.2;3.5;168.92722;;487.0;8.2;;15.0;;3.39;7.91;81.7;3.6;36.2;16.0;;7.65;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2020-08-24;;;;;;;;;;;483.0;;;;;3.41;7.8;81.1;;;16.0;;7.53;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2020-11-02;;;;24.4;;0.29;;;;;487.0;;;;;2.97;7.87;82.1;;35.3;16.2;;7.47;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2021-02-08;;;;;;;;;;;491.0;;;;;2.8;7.62;82.6;;;16.9;;7.38;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2021-04-28;;0.8;63.2;24.7;0.5;0.278;;3.2;165.17725;;490.0;8.2;;17.0;;3.05;7.81;82.6;3.8;36.8;16.3;;7.41;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2021-08-18;;;;;;;;;;;518.0;;;;;3.78;7.75;80.1;;;15.9;;7.43;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2021-11-01;;;;24.1;;0.269;;;;;492.0;;;;;3.41;8.01;83.9;;37.8;16.0;;7.52;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2022-01-31;;;;;;;;;;;490.0;;;;;3.27;7.67;80.0;;;16.1;;7.54;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2022-05-18;;0.78;62.4;25.6;0.44;0.245;11.5;3.04;168.92722;;495.0;8.9;;18.6;;3.4;7.57;78.8;3.6;36.1;16.2;;7.62;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2022-08-22;;;;;;;;;;;483.0;;;;;3.32;7.55;78.7;;;16.0;;7.53;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1044;2022-10-31;;;;25.0;;0.273;;;;;484.0;;;;;3.26;7.5;77.7;;34.6;15.9;;7.36;47.56756030541203;7.592923440793316;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;254.99;245.43
F_1045;1993-10-13;;;94.2;30.1;0.7;0.159;17.7;3.4;223.21249999999998;;671.0;11.4;;19.4;;7.34;9.8;94.0;;74.5;13.4;14.5;7.45;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;1994-10-25;;;105.0;32.3;1.1;0.24;17.3;3.9;223.21249999999998;;604.0;14.5;;22.4;;7.54;8.8;84.5;;72.6;13.5;;7.35;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;1995-11-09;;;106.0;14.9;0.7;0.22;17.9;3.8;251.78369999999998;;716.0;14.4;;21.0;;4.0;8.9;86.4;;38.3;14.0;;7.57;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;1996-10-22;;;96.6;32.1;0.6;0.227;18.6;3.8;242.8552;;714.0;14.8;;21.2;;7.84;7.1;69.0;;75.3;14.0;;7.31;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;1997-10-28;;;96.7;29.9;0.4;0.212;18.5;4.4;244.6409;;704.0;11.6;;27.7;;7.13;5.6;53.2;;71.1;13.0;751.0;7.6;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;1998-11-03;;;102.0;29.2;0.5;0.147;17.0;2.9;219.6411;;664.0;15.0;;16.3;;7.3;8.7;78.8;;69.9;10.9;12.0;7.4;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;1999-11-16;;;92.1;32.4;0.7;0.145;17.3;3.9;223.21249999999998;;662.0;13.2;;19.8;;4.14;8.0;78.1;;69.0;14.2;8.8;7.51;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2000-10-02;;;99.0;34.3;0.7;0.14;18.3;4.0;233.92669999999998;;704.0;13.9;;23.9;;8.75;8.5;81.0;;69.9;13.2;45.4;7.25;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2001-09-24;;;79.6;35.3;0.7;0.276;19.4;3.6;233.92669999999998;;732.0;13.8;;21.2;;7.15;8.83;86.0;;71.5;13.9;15.6;7.31;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2002-07-02;;;105.0;34.6;0.5;0.224;18.3;3.0;237.4981;;697.0;13.8;;20.4;;6.55;9.06;88.0;;67.5;13.8;3.3;7.38;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2002-10-30;;;;;;;;;;;785.0;;;;;6.56;8.51;82.0;;;13.7;;7.36;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2003-05-20;;;;31.5;;0.268;;;;;708.0;;;;;6.74;8.71;81.0;;63.8;12.2;;7.4;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2003-08-18;;;107.0;31.0;0.69;0.292;18.4;4.2;233.92669999999998;;718.0;14.4;;21.2;;6.61;8.82;84.0;;65.3;13.2;3.2;7.41;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2003-11-04;;;;30.9;;0.282;;;;;721.0;;;;;6.64;9.13;88.0;;65.4;13.6;;7.44;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2004-02-24;;;;31.0;;0.285;;;;;715.0;;;;;6.89;9.06;86.7;;56.5;13.3;;7.44;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2004-05-05;;;;31.2;;0.263;;;;;709.0;;;;;6.17;9.03;86.6;;61.0;13.4;;7.43;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2004-08-02;;;105.0;35.0;0.54;0.089;18.0;3.88;232.141;;691.0;14.3;;20.5;;6.56;10.2;99.0;;63.5;14.1;2.8;8.92;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2004-11-08;;;103.0;31.4;0.67;0.163;17.7;3.82;228.5696;;608.0;14.0;;20.4;;6.34;12.4;118.0;;56.3;13.2;2.1;7.46;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2005-02-21;;;;33.6;;0.191;;;;;703.0;;;;;6.43;8.4;80.8;;58.1;13.0;;7.41;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2005-05-17;;;;33.7;;0.187;;;;;710.0;;;;;6.4;9.0;90.2;;57.5;13.5;;7.34;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2005-08-17;;;102.0;32.9;0.58;0.301;17.9;3.7;233.92669999999998;;699.0;14.2;;20.3;;6.25;9.4;94.3;;59.7;13.9;3.5;7.25;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2005-11-08;;;;31.6;;0.259;;;;;688.0;;;;;5.77;9.2;90.1;;59.7;13.9;;7.31;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2006-02-07;;;;31.3;;0.253;;;;;664.0;;;;;5.79;9.4;90.7;;58.9;13.5;;7.45;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2006-05-15;;;;32.8;;0.303;;;;;668.0;;;;;6.21;9.1;91.8;;58.6;13.6;;7.55;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2006-09-06;;;98.6;35.2;0.57;0.264;17.4;3.89;226.7839;;686.0;13.6;;20.1;;6.22;9.2;93.7;5.9;58.2;14.5;3.3;7.41;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2006-10-30;;;;36.4;;0.273;;;;;693.0;;;;;6.29;9.4;94.0;;59.5;14.1;;7.48;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2007-02-19;;;;39.0;;0.286;;;;;695.0;;;;;5.99;8.3;82.1;;60.0;12.9;;7.39;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2007-05-30;;;;40.3;;0.293;;;;;706.0;;;;;5.89;9.2;92.9;;58.8;13.7;;7.62;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2007-08-07;;;104.0;41.0;0.52;0.279;18.1;4.0;232.141;;710.0;14.0;;20.2;;6.74;8.9;90.5;6.3;59.9;14.1;3.9;7.45;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
F_1045;2007-11-05;;;;;;;;;;;728.0;;;;;6.56;8.9;86.6;;;13.8;;7.42;47.55403333657704;7.610316753552325;Bohrungen verrohrt (ø >= 200mm);1961.0;Meletta-Schichten;256.38;246.88
